101,3,1,2.12,-931.55
101,5,0,4.28,-927.27
101,4,1,1.38,-925.89
101,4,0,2.91,-922.98
101,3,0,1.53,-921.45
101,2,0,1.18,-920.27
101,5,1,1.56,-918.71
101,4,1,2.72,-915.99
101,5,1,3.43,-912.56
101,4,0,8.92,-903.64
101,5,0,1.28,-902.36
101,4,0,1.11,-901.25
101,3,0,2.15,-899.1
101,2,0,1.12,-897.98
101,5,0,1.51,-896.47
101,4,0,1.61,-894.86
101,5,0,1.1,-893.76
101,5,0,1.94,-891.82
101,5,0,2.47,-889.35
101,5,0,3.66,-885.69
101,4,1,1.5,-884.19
101,4,0,5.22,-878.97
101,3,1,2.36,-876.61
101,5,0,3.53,-873.08
101,2,0,1.5,-871.58
101,3,0,1.22,-870.36
101,4,1,1.9,-868.46
101,4,0,6.44,-862.02
101,5,0,1.96,-860.06
101,2,0,1.75,-858.31
101,3,0,1.33,-856.98
101,4,0,1.66,-855.32
101,4,0,3.1,-852.22
101,5,1,1.72,-850.5
101,4,0,7.18,-843.32
101,2,0,3.13,-840.19
101,3,0,1.15,-839.04
101,4,1,5.19,-833.85
101,4,0,3.57,-830.28
101,3,0,1.7,-828.58
101,2,0,1.1,-827.48
101,5,0,1.31,-826.17
101,4,0,1.71,-824.46
101,4,0,2.08,-822.38
101,4,0,2.77,-819.61
101,4,0,3.67,-815.94
101,5,0,1.26,-814.68
101,4,0,1.07,-813.61
101,4,0,2.49,-811.12
101,4,0,2.17,-808.95
101,5,1,1.35,-807.6
101,4,0,3.38,-804.22
101,3,1,1.21,-803.01
101,5,0,8.43,-794.58
101,4,0,1.64,-792.94
101,5,0,1.6,-791.34
101,3,0,1.72,-789.62
101,2,0,1.06,-788.56
101,5,0,1.56,-787
101,4,0,1.57,-785.43
101,5,0,1.43,-784
101,5,0,1.39,-782.61
101,5,0,1.68,-780.93
101,4,0,2.13,-778.8
101,3,0,2.84,-775.96
101,2,0,1.17,-774.79
101,5,0,1.41,-773.38
101,5,0,22.2,-751.18
101,4,1,1.39,-749.79
101,4,0,5.26,-744.53
101,3,0,1.45,-743.08
101,2,0,1.47,-741.61
101,2,0,1.78,-739.83
101,5,0,1.42,-738.41
101,4,0,1.35,-737.06
101,5,0,3.66,-733.4
101,5,0,1.99,-731.41
101,5,0,5.63,-725.78
101,5,0,1.15,-724.63
101,2,0,1.73,-722.9
101,3,0,1.05,-721.85
101,4,0,1.58,-720.27
101,4,1,1.01,-719.26
101,4,0,3.93,-715.33
101,5,0,2.29,-713.04
101,2,0,1.58,-711.46
101,3,1,2.9,-708.56
101,4,0,4.45,-704.11
101,4,0,1.27,-702.84
101,5,1,1.06,-701.78
101,4,0,4.04,-697.74
101,3,0,1.67,-696.07
101,2,0,1.11,-694.96
101,5,0,1.46,-693.5
101,4,0,1.66,-691.84
101,5,1,1.07,-690.77
101,4,0,3.36,-687.41
101,5,1,1.35,-686.06
101,4,0,4.58,-681.48
101,5,1,1.33,-680.15
101,5,1,5.61,-674.54
101,4,0,4.74,-669.8
101,5,0,1.3,-668.5
101,2,0,1.77,-666.73
101,3,1,1.24,-665.49
101,4,0,3,-662.49
101,5,0,1.57,-660.92
101,2,0,1.77,-659.15
101,3,0,1.36,-657.79
101,4,0,1.69,-656.1
101,5,0,3.82,-652.28
101,4,0,1.19,-651.09
101,4,0,1.08,-650.01
101,5,0,1.07,-648.94
101,5,0,1.3,-647.64
101,5,0,1.28,-646.36
101,5,0,2.04,-644.32
101,3,0,3.98,-640.34
101,2,0,4.24,-636.1
101,5,0,2.21,-633.89
101,4,1,1.69,-632.2
101,4,0,4.81,-627.39
101,4,0,1.42,-625.97
101,3,0,2.38,-623.59
101,2,0,1.13,-622.46
101,5,1,1.54,-620.92
101,4,0,3.08,-617.84
101,5,0,1.05,-616.79
101,4,0,1.26,-615.53
101,5,0,5.54,-609.99
101,4,0,1.69,-608.3
101,5,0,1.05,-607.25
101,5,0,2.7,-604.55
101,5,0,2.18,-602.37
101,2,1,1.73,-600.64
101,5,0,4.84,-595.8
101,4,0,1.26,-594.54
101,5,0,1.41,-593.13
101,4,1,1.39,-591.74
101,4,0,6.93,-584.81
101,3,1,1.59,-583.22
101,4,0,14.67,-568.55
101,5,0,2.6,-565.95
101,2,0,1.65,-564.3
101,3,1,1.45,-562.85
101,4,0,4.19,-558.66
101,5,0,1.72,-556.94
101,4,0,1.62,-555.32
101,3,0,2.14,-553.18
101,2,0,1.1,-552.08
101,5,1,1.62,-550.46
101,4,0,3.92,-546.54
101,5,0,1.18,-545.36
101,4,0,1.34,-544.02
101,3,1,1.59,-542.43
101,5,1,4.3,-538.13
101,4,0,7.19,-530.94
101,5,0,1.47,-529.47
101,2,0,2.77,-526.7
101,3,1,1.55,-525.15
101,4,0,4.14,-521.01
101,5,1,2.54,-518.47
101,4,0,4.32,-514.15
101,3,0,1.51,-512.64
101,2,0,1.19,-511.45
101,5,1,1.53,-509.92
101,5,0,7.25,-502.67
101,4,0,1.34,-501.33
101,5,0,1.15,-500.18
101,4,1,1.25,-498.93
101,4,0,4.04,-494.89
101,3,1,1.94,-492.95
101,4,0,7.93,-485.02
101,5,0,1.35,-483.67
101,2,0,1.8,-481.87
101,3,0,1.37,-480.5
101,4,0,2.12,-478.38
101,4,0,1.01,-477.37
101,5,1,1.77,-475.6
101,4,0,4.67,-470.93
101,5,1,1.3,-469.63
101,4,0,8.29,-461.34
101,5,0,1.64,-459.7
101,2,0,2.13,-457.57
101,3,1,1.34,-456.23
101,4,1,3.89,-452.34
101,4,0,10.64,-441.7
101,5,1,1.41,-440.29
101,4,0,7.53,-432.76
101,4,0,1.52,-431.24
101,5,1,1.19,-430.05
101,5,0,4.95,-425.1
101,4,0,1.46,-423.64
101,3,0,1.97,-421.67
101,2,0,1.33,-420.34
101,5,1,1.79,-418.55
101,5,1,5.21,-413.34
101,4,1,2.4,-410.94
101,4,0,3.49,-407.45
101,5,1,1.47,-405.98
101,5,0,3.76,-402.22
101,2,1,2.02,-400.2
101,5,0,6.86,-393.34
101,4,0,1.51,-391.83
101,5,0,1.39,-390.44
101,4,0,1.3,-389.14
101,3,0,1.53,-387.61
101,2,0,1.31,-386.3
101,5,0,1.75,-384.55
101,4,0,2.01,-382.54
101,5,0,1.18,-381.36
101,3,1,24.77,-356.59
101,4,1,4.43,-352.16
101,5,0,4.43,-347.73
101,4,0,1.39,-346.34
101,4,0,2.65,-343.69
101,5,0,1.14,-342.55
101,2,0,2.25,-340.3
101,3,0,1.36,-338.94
101,4,0,1.95,-336.99
101,4,0,1.06,-335.93
101,5,0,3.26,-332.67
101,4,0,1.65,-331.02
101,5,1,4.65,-326.37
101,4,1,6.09,-320.28
101,4,0,8.03,-312.25
101,5,0,1.48,-310.77
101,2,0,1.99,-308.78
101,3,0,1.22,-307.56
101,4,0,2.53,-305.03
101,4,0,1.73,-303.3
101,5,0,1.88,-301.42
101,4,0,1.66,-299.76
101,5,0,3.33,-296.43
101,2,0,1.97,-294.46
101,3,0,1.27,-293.19
101,4,1,1.93,-291.26
101,4,0,5.41,-285.85
101,5,1,1.54,-284.31
101,4,0,4.08,-280.23
101,5,0,1.23,-279
101,4,0,1.71,-277.29
101,3,0,1.81,-275.48
101,2,0,1.63,-273.85
101,5,0,1.96,-271.89
101,4,0,2.17,-269.72
101,5,0,1.76,-267.96
101,4,1,1.67,-266.29
101,4,0,4.9,-261.39
101,5,1,1.39,-260
101,4,1,7.07,-252.93
101,4,0,2.39,-250.54
101,5,0,1.48,-249.06
101,2,0,1.88,-247.18
101,3,1,1.16,-246.02
101,5,1,5.95,-240.07
101,4,0,2.53,-237.54
101,5,0,1.18,-236.36
101,5,0,3.21,-233.15
101,5,0,1.38,-231.77
101,4,0,2.5,-229.27
101,3,0,1.65,-227.62
101,2,1,1.51,-226.11
101,5,1,4.48,-221.63
101,4,0,4.06,-217.57
101,5,0,1.14,-216.43
101,2,0,2.23,-214.2
101,3,0,1.62,-212.58
101,4,1,2.07,-210.51
101,4,0,5.28,-205.23
101,5,1,1.69,-203.54
101,4,0,10.29,-193.25
101,5,0,1.45,-191.8
101,2,0,1.97,-189.83
101,3,0,2.08,-187.75
101,4,0,2.37,-185.38
101,5,1,2.95,-182.43
101,4,0,3.56,-178.87
101,5,0,2.05,-176.82
101,5,0,1.3,-175.52
101,2,0,2.09,-173.43
101,3,1,1.3,-172.13
101,4,0,4.28,-167.85
101,5,0,2.1,-165.75
101,4,1,1.41,-164.34
101,4,1,5.14,-159.2
101,5,1,4,-155.2
101,4,0,6.02,-149.18
101,5,1,1.27,-147.91
101,5,0,3.04,-144.87
101,2,0,1.96,-142.91
101,3,1,1.28,-141.63
101,5,0,5.66,-135.97
101,4,1,1.71,-134.26
101,4,0,5.43,-128.83
101,5,0,2.66,-126.17
101,4,0,1.84,-124.33
101,3,0,1.67,-122.66
101,2,0,1.18,-121.48
101,5,0,2.07,-119.41
101,5,0,2.88,-116.53
101,4,1,1.62,-114.91
101,5,1,3.52,-111.39
101,4,0,5.75,-105.64
101,5,1,1.29,-104.35
101,4,0,8.25,-96.1
101,5,1,1.36,-94.74
101,4,0,6.39,-88.35
101,3,0,2.16,-86.19
101,2,1,1.35,-84.84
101,5,0,3.51,-81.33
101,4,1,1.61,-79.72
101,4,0,4.27,-75.45
101,5,0,1.71,-73.74
101,2,0,2.97,-70.77
101,3,0,1.43,-69.34
101,4,0,2.42,-66.92
101,5,0,2.23,-64.69
101,4,1,1.7,-62.99
101,5,0,5.55,-57.44
101,4,0,1.45,-55.99
101,5,0,1.34,-54.65
101,4,0,3.33,-51.32
101,4,0,1.04,-50.28
101,5,0,1.06,-49.22
101,2,1,1.88,-47.34
101,5,0,3.17,-44.17
101,4,1,1.8,-42.37
101,4,0,5.81,-36.56
101,5,1,1.16,-35.4
101,4,0,5.29,-30.11
101,5,0,1.15,-28.96
101,2,0,2.08,-26.88
101,3,1,1.4,-25.48
101,4,0,3.44,-22.04
101,5,0,2.17,-19.87
101,4,1,1.93,-17.94
101,4,0,3.65,-14.29
101,3,0,1.76,-12.53
101,2,0,1.51,-11.02
101,5,0,1.84,-9.18
101,4,0,2.23,-6.95
101,5,0,1.47,-5.48
101,4,0,1.42,-4.06
101,5,0,1.18,-2.88
101,4,0,1.68,-1.2
101,5,1,1.2,0
101,2,0,18.36,18.36
101,2,0,1.4,19.76
101,5,0,3.93,23.69
101,4,1,1.61,25.3
101,5,0,2.61,27.91
101,4,0,1.72,29.63
101,3,0,1.72,31.35
101,2,1,1.18,32.53
101,5,0,3.87,36.4
101,5,0,2.64,39.04
101,4,0,1.24,40.28
101,5,0,3.6,43.88
101,4,0,1.61,45.49
101,4,0,2.56,48.05
101,5,0,1.12,49.17
101,2,1,1.57,50.74
101,5,0,3.15,53.89
101,4,0,1.63,55.52
101,3,1,1.36,56.88
101,5,0,3.37,60.25
101,2,0,1.31,61.56
101,3,1,1.3,62.86
101,5,0,3.96,66.82
101,4,0,1.83,68.65
101,4,0,2.49,71.14
101,3,0,1.19,72.33
101,2,0,1.13,73.46
101,5,0,1.48,74.94
101,4,0,1.53,76.47
101,5,0,1.48,77.95
101,5,0,2.69,80.64
101,5,0,2.16,82.8
101,5,0,1.13,83.93
101,4,1,3,86.93
101,5,0,4.09,91.02
101,2,0,1.41,92.43
101,3,0,1.23,93.66
101,4,0,1.53,95.19
101,4,0,1.06,96.25
101,5,0,1.78,98.03
101,4,0,5.75,103.78
101,5,0,3.2,106.98
101,2,0,1.21,108.19
101,3,0,1.18,109.37
101,4,0,1.59,110.96
101,4,0,1.02,111.98
101,5,0,2.27,114.25
101,5,0,2.68,116.93
101,5,0,3.39,120.32
101,4,0,1.96,122.28
101,3,0,2.63,124.91
101,2,0,2.37,127.28
101,5,0,1.39,128.67
101,4,0,4.33,133
101,3,1,4.11,137.11
101,5,0,3.57,140.68
101,4,0,1.34,142.02
101,4,0,1.85,143.87
101,2,0,2.31,146.18
101,3,1,1.27,147.45
101,4,0,3.06,150.51
101,5,0,1.68,152.19
101,4,0,1.12,153.31
101,3,0,1.33,154.64
101,2,1,1.17,155.81
101,5,0,5.55,161.36
101,4,0,2.01,163.37
101,4,0,2.08,165.45
101,3,0,1.24,166.69
101,2,1,1.04,167.73
101,5,0,6.41,174.14
101,2,0,1.35,175.49
101,3,0,2.77,178.26
101,4,0,3.4,181.66
101,5,0,2.4,184.06
101,2,1,1.49,185.55
101,5,0,6.92,192.47
101,4,1,1.24,193.71
101,4,0,5.7,199.41
101,4,0,2,201.41
101,3,1,2.16,203.57
101,5,0,3.55,207.12
101,4,0,1.27,208.39
101,3,0,1.45,209.84
101,2,1,1.66,211.5
101,5,0,4.87,216.37
101,2,0,1.68,218.05
101,3,0,1.36,219.41
101,4,0,1.72,221.13
101,4,0,1.11,222.24
101,5,0,1.63,223.87
101,2,1,1.45,225.32
101,4,0,8.53,233.85
101,5,0,1.15,235
101,2,1,1.42,236.42
101,4,1,4.33,240.75
101,5,0,4.3,245.05
101,4,0,1.39,246.44
101,3,0,1.41,247.85
101,2,1,1.07,248.92
101,4,0,10.64,259.56
101,5,0,1.48,261.04
101,2,0,1.62,262.66
101,3,0,1.52,264.18
101,4,0,1.93,266.11
101,4,0,1.39,267.5
101,5,1,1.72,269.22
101,4,0,3.35,272.57
101,2,0,2.32,274.89
101,3,0,1.31,276.2
101,4,0,1.7,277.9
101,5,0,2.44,280.34
101,5,0,2.02,282.36
101,2,0,1.86,284.22
101,3,1,2.15,286.37
101,4,0,3.52,289.89
101,4,0,1.11,291
101,5,0,2.29,293.29
101,2,1,1.69,294.98
101,4,0,3.49,298.47
101,3,0,1.42,299.89
101,5,0,3.17,303.06
101,4,0,1.96,305.02
101,5,0,1.09,306.11
101,4,0,1.42,307.53
101,4,0,1.89,309.42
101,3,1,1.44,310.86
101,5,0,5.12,315.98
101,2,0,1.36,317.34
101,3,0,1.32,318.66
101,4,0,1.84,320.5
101,4,0,1.77,322.27
101,5,0,1.66,323.93
101,4,0,2.21,326.14
101,4,0,5.59,331.73
101,3,1,3.7,335.43
101,4,0,4.32,339.75
101,4,0,2.53,342.28
101,3,0,1.58,343.86
101,2,0,2.34,346.2
101,5,1,1.43,347.63
101,4,0,6.25,353.88
101,3,0,1.51,355.39
101,2,1,1.07,356.46
101,5,0,5.08,361.54
101,4,0,1.26,362.8
101,4,0,1.16,363.96
101,3,0,1.12,365.08
101,2,0,1.09,366.17
101,5,1,2.4,368.57
101,4,0,4.27,372.84
101,5,0,1.14,373.98
101,2,1,1.7,375.68
101,4,0,3.55,379.23
101,2,0,3.02,382.25
101,3,1,1.25,383.5
101,5,0,4.53,388.03
101,4,1,1.3,389.33
101,4,0,3.92,393.25
101,3,0,1.42,394.67
101,2,0,1.1,395.77
101,5,0,1.92,397.69
101,5,0,1.65,399.34
101,4,0,1.16,400.5
101,4,0,2.44,402.94
101,3,1,1.45,404.39
101,5,0,4.3,408.69
101,4,0,1.14,409.83
101,3,0,1.24,411.07
101,2,0,1.31,412.38
101,5,0,2.31,414.69
101,4,0,4.51,419.2
101,4,0,1.26,420.46
101,5,0,2.21,422.67
101,5,0,2.85,425.52
101,2,1,1.3,426.82
101,4,0,4.43,431.25
101,5,0,1.36,432.61
101,4,0,1.06,433.67
101,3,1,1.29,434.96
101,5,0,6.35,441.31
101,4,1,1.25,442.56
101,4,0,3.69,446.25
101,4,0,1.15,447.4
101,5,0,1.45,448.85
101,2,0,1.84,450.69
101,3,1,1.26,451.95
101,4,0,4.34,456.29
101,5,0,1.62,457.91
101,4,1,1.24,459.15
101,4,1,6.16,465.31
101,4,0,5.56,470.87
101,3,0,1.88,472.75
101,5,0,2.85,475.6
101,4,0,1.68,477.28
101,5,0,1.03,478.31
101,4,0,2.01,480.32
101,4,0,1.66,481.98
101,3,1,1.43,483.41
101,4,0,9.03,492.44
101,5,0,1.53,493.97
101,2,0,1.65,495.62
101,3,0,1.43,497.05
101,4,1,2.14,499.19
101,4,0,12.83,512.02
101,5,0,2.15,514.17
101,4,0,2.68,516.85
101,5,0,1.59,518.44
101,2,0,1.46,519.9
101,3,0,1.19,521.09
101,4,0,3.17,524.26
101,5,0,1.84,526.1
101,4,0,1.67,527.77
101,5,0,1.39,529.16
101,2,1,1.8,530.96
101,4,0,5.93,536.89
101,3,1,1.66,538.55
101,4,0,7.37,545.92
101,5,0,1.39,547.31
101,2,1,1.55,548.86
101,4,0,5.54,554.4
101,3,0,1.7,556.1
101,2,0,1.04,557.14
101,5,0,1.99,559.13
101,5,0,1.88,561.01
101,4,0,2.87,563.88
101,5,0,1.27,565.15
101,4,0,2.41,567.56
101,3,1,1.5,569.06
101,5,0,6.4,575.46
101,2,1,1.66,577.12
101,4,0,4.13,581.25
101,2,1,2.39,583.64
101,4,1,9.14,592.78
101,5,0,3.85,596.63
101,2,0,1.43,598.06
101,3,0,1.37,599.43
101,4,0,2.28,601.71
101,5,0,2.64,604.35
101,2,1,1.92,606.27
101,4,0,5.08,611.35
101,5,0,1.59,612.94
101,2,1,1.52,614.46
101,4,0,12.59,627.05
101,3,1,1.38,628.43
101,2,0,2.26,630.69
101,5,0,2.53,633.22
101,4,0,1.82,635.04
101,5,0,1.05,636.09
101,4,0,1.45,637.54
101,3,1,1.49,639.03
101,2,0,5.34,644.37
101,3,0,1.43,645.8
101,4,0,5.76,651.56
101,5,0,1.54,653.1
101,2,1,10.37,663.47
101,5,0,4.59,668.06
101,4,0,1.66,669.72
101,4,1,2.04,671.76
101,3,0,6.01,677.77
101,2,1,1.23,679
101,5,1,5.23,684.23
101,4,0,4.64,688.87
101,5,0,1.51,690.38
101,3,0,2.78,693.16
101,5,0,3.67,696.83
101,4,0,1.67,698.5
101,5,0,1.2,699.7
101,2,1,1.88,701.58
101,2,1,7.41,708.99
101,5,0,4.51,713.5
101,4,0,1.4,714.9
101,5,0,1.37,716.27
101,4,0,1.17,717.44
101,3,1,1.49,718.93
101,2,1,4.95,723.88
101,4,0,4.22,728.1
101,3,0,1.6,729.7
101,2,0,1.16,730.86
101,3,0,3.5,734.36
101,2,0,1.07,735.43
101,5,0,1.61,737.04
101,4,0,3.71,740.75
101,2,1,2.53,743.28
101,4,0,3.8,747.08
101,3,0,1.65,748.73
101,2,1,1.26,749.99
101,5,0,6.78,756.77
101,2,1,1.57,758.34
101,5,0,4.06,762.4
101,4,0,1.54,763.94
101,3,0,1.58,765.52
101,2,0,1.17,766.69
101,5,0,2.35,769.04
101,4,0,3.22,772.26
101,2,0,4,776.26
101,3,1,1.34,777.6
101,4,0,3.81,781.41
101,3,0,3.14,784.55
101,2,0,2.07,786.62
101,5,0,1.83,788.45
101,4,1,2.47,790.92
101,5,0,5.13,796.05
101,4,0,1.51,797.56
101,3,1,1.94,799.5
101,4,0,4.78,804.28
101,4,0,1.21,805.49
101,5,0,1.21,806.7
101,2,1,1.56,808.26
101,4,0,4,812.26
101,5,0,1.82,814.08
101,2,0,1.38,815.46
101,3,0,1.42,816.88
101,4,0,1.9,818.78
101,5,0,2.86,821.64
101,5,0,1.69,823.33
101,2,0,1.51,824.84
101,3,0,1.49,826.33
101,4,1,2.08,828.41
101,4,0,4.41,832.82
101,5,0,1.58,834.4
101,2,0,1.92,836.32
101,3,0,1.48,837.8
101,4,1,4.45,842.25
101,5,0,2.14,844.39
101,4,0,2.51,846.9
101,5,0,1.11,848.01
101,4,0,3.07,851.08
101,5,0,3.65,854.73
101,4,0,2.56,857.29
101,4,0,1.11,858.4
101,3,0,1.84,860.24
101,2,1,1.24,861.48
101,5,0,6.47,867.95
101,4,0,1.38,869.33
101,3,1,1.44,870.77
101,5,0,5.09,875.86
101,3,0,3.29,879.15
101,2,1,1.06,880.21
101,5,0,6.83,887.04
101,4,0,1.77,888.81
101,3,1,1.45,890.26
101,2,0,4.66,894.92
101,3,0,1.46,896.38
101,4,0,2.13,898.51
101,5,0,2.12,900.63
101,5,0,1.77,902.4
101,2,0,1.43,903.83
101,3,0,1.35,905.18
101,4,0,4.03,909.21
101,5,0,1.34,910.55
101,2,0,2.45,913
101,3,0,1.48,914.48
101,4,0,2.52,917
101,5,0,2.72,919.72
101,4,0,2.38,922.1
101,5,0,4.67,926.77
101,2,1,1.42,928.19
101,4,1,4.16,932.35
101,4,0,4.58,936.93
101,3,0,1.59,938.52
101,2,0,1.1,939.62
101,5,0,2.12,941.74
101,4,0,2.23,943.97
101,5,0,1.23,945.2
101,2,0,1.8,947
101,3,1,1.34,948.34
101,4,0,7.7,956.04
101,5,0,1.43,957.47
101,2,1,1.6,959.07
101,4,0,3.93,963
101,3,1,1.61,964.61
101,4,0,10.53,975.14
101,5,0,1.29,976.43
101,2,0,1.65,978.08
101,3,0,1.29,979.37
101,5,0,5.18,984.55
101,4,0,2.67,987.22
101,2,0,3.22,990.44
101,3,0,1.39,991.83
101,4,1,2,993.83
101,4,0,5.76,999.59
101,4,0,1.57,1001.16
101,5,0,2.03,1003.19
101,2,1,3.37,1006.56
101,3,0,7.64,1014.2
101,2,0,1.11,1015.31
101,5,0,2.11,1017.42
101,5,0,3.63,1021.05
101,4,1,1.26,1022.31
101,3,1,4.43,1026.74
101,4,0,6.33,1033.07
101,5,0,1.4,1034.47
101,2,1,1.4,1035.87
101,4,0,5.98,1041.85
101,3,1,1.64,1043.49
101,4,1,7.13,1050.62
101,5,0,3.76,1054.38
101,4,0,2.24,1056.62
101,3,0,1.51,1058.13
101,2,1,1.16,1059.29
101,5,0,4.82,1064.11
101,4,0,1.39,1065.5
101,5,0,1.13,1066.63
101,3,0,3.11,1069.74
101,2,0,1.61,1071.35
101,5,0,2.12,1073.47
101,4,0,3.47,1076.94
101,2,0,4.54,1081.48
101,3,0,1.51,1082.99
101,4,1,4.51,1087.5
101,4,0,7.74,1095.24
101,5,0,1.7,1096.94
101,2,1,3.05,1099.99
101,4,0,4.71,1104.7
